0.0000,0.9289,0.9471,0.9492,0.9470
0.9303,0.9500,0.9489,0.9513,0.9530
0.9490,0.9600,0.9342,0.9505,0.9600
0.9404,0.9266,0.0000,0.9294,0.9467
0.9324,0.9288,0.8921,0.9321,0.9371
