0.0000,0.0345,0.0182,0.0090,0.0189
0.0288,0.0195,0.0251,0.0114,0.0087
0.0110,0.0000,0.0180,0.0153,0.0000
0.0285,0.0326,0.0000,0.0343,0.0217
0.0462,0.0438,0.0945,0.0392,0.0414
