0.0000,0.8944,0.9289,0.9402,0.9282
0.9014,0.9305,0.9238,0.9400,0.9443
0.9381,0.9600,0.9162,0.9352,0.9600
0.9119,0.8940,0.0000,0.8951,0.9250
0.8862,0.8850,0.7976,0.8929,0.8958
